PMID	DRUG	AE	LlamaTiFirst	LlamaAbFirst	pAuth_modelA	pAuth_modelB	aAuth	Title	Abstract
29907463	Piroxicam	Esophagitis	1	0	0	0		Esophagitis dissecans superficialis due to severe nonsteroidal anti-inflammatory drugs toxicity.	
29533717	Hydrogen Peroxide	Bone Resorption	1	0	0	0		"Does the Use of a ""Walking Bleaching"" Technique Increase Bone Resorption Markers?"	"OBJECTIVE: This randomized clinical trial evaluated the effect of 35% hydrogen peroxide in comparison with 37% carbamide peroxide in a nonvital bleaching technique of ""walking bleaching"" (four sessions of treatment) on periodontal markers: nuclear factor kappa B-ligand (RANK-L-process of root resorption marker) and interleukin 1beta (IL-1beta-inflammatory response marker). METHODS AND MATERIALS: Fifty volunteers presenting with discoloration of nonvital teeth and endodontic treatment in good condition participated. Fifty teeth were randomly divided into two study groups according to bleaching gel: HP = 35% hydrogen peroxide (n=25) and 37% carbamide peroxide (n=25). Nonvital bleaching was performed with a walking bleaching technique consisting of four sessions of bleach application. Gingival crevicular fluid samples were taken in order to quantify the RANK-L and IL-1beta levels by enzyme-linked immunosorbent assay. Samples were obtained from six periodontal sites for each bleached tooth: three vestibular and three palatine (mesial, middle, and distal) at seven time periods: baseline, after each of the four sessions of nonvital bleaching, at one week, and at one month after nonvital bleaching. Tooth color variations were analyzed in each session by VITA Bleachedguide 3D-MASTER (DeltaSGU). RESULTS: Significant increments in the RANK-L and IL-1beta levels were detected in each evaluated time compared with baseline ( p<0.05); however, no differences were detected between hydrogen peroxide and carbamide peroxide on increments of the biomarkers studied. The change of color was effective for both nonvital bleaching therapies ( p<0.05). CONCLUSIONS: Nonvital bleaching induced a significant increment in the RANK-L and IL-1beta levels in periodontal tissues around bleached, nonvital teeth."
29533717	Urea	Bone Resorption	1	0	0	0		"Does the Use of a ""Walking Bleaching"" Technique Increase Bone Resorption Markers?"	"OBJECTIVE: This randomized clinical trial evaluated the effect of 35% hydrogen peroxide in comparison with 37% carbamide peroxide in a nonvital bleaching technique of ""walking bleaching"" (four sessions of treatment) on periodontal markers: nuclear factor kappa B-ligand (RANK-L-process of root resorption marker) and interleukin 1beta (IL-1beta-inflammatory response marker). METHODS AND MATERIALS: Fifty volunteers presenting with discoloration of nonvital teeth and endodontic treatment in good condition participated. Fifty teeth were randomly divided into two study groups according to bleaching gel: HP = 35% hydrogen peroxide (n=25) and 37% carbamide peroxide (n=25). Nonvital bleaching was performed with a walking bleaching technique consisting of four sessions of bleach application. Gingival crevicular fluid samples were taken in order to quantify the RANK-L and IL-1beta levels by enzyme-linked immunosorbent assay. Samples were obtained from six periodontal sites for each bleached tooth: three vestibular and three palatine (mesial, middle, and distal) at seven time periods: baseline, after each of the four sessions of nonvital bleaching, at one week, and at one month after nonvital bleaching. Tooth color variations were analyzed in each session by VITA Bleachedguide 3D-MASTER (DeltaSGU). RESULTS: Significant increments in the RANK-L and IL-1beta levels were detected in each evaluated time compared with baseline ( p<0.05); however, no differences were detected between hydrogen peroxide and carbamide peroxide on increments of the biomarkers studied. The change of color was effective for both nonvital bleaching therapies ( p<0.05). CONCLUSIONS: Nonvital bleaching induced a significant increment in the RANK-L and IL-1beta levels in periodontal tissues around bleached, nonvital teeth."
28552852	Fatty Acids, Omega-3	Aortic Aneurysm, Abdominal	1	0	0	0		The Effect of n-3 PUFA on the Development of Abdominal Aortic Aneurysm.	
30412107	gamma-Aminobutyric Acid	Hypothyroidism	1	1	0	1	1.0	Hypothyroidism induced by phenytoin and gabapentin: A Case Report.	RATIONALE: Antiepileptic drugs (AEDs) are one of the causative drugs of drug-induced hypothyroidism. In most cases, AED-induced hypothyroidism is subclinical and indicated only by abnormalities of free thyroxine (T4) and/or thyroid-stimulating hormone (TSH) levels. Severe symptomatic hypothyroidism following AEDs is rarely reported in the literature. PATIENT CONCERNS: A 75-year-old man experienced neurologic symptoms including memory impairment, ataxic gait, sensory polyneuropathy and myopathy, lethargy, and edema of the face and lower extremities. He had been administered phenytoin and gabapentin for the treatment of symptomatic traumatic epilepsy 8 years before. DIAGNOSES: The patient had low free T4 (0.21 ng/dL) and high TSH (113.2 muIU/mL), which indicated hypothyroidism. Negative thyroid-related autoantibody tests and the lack of goiter excluded the possibility of Hashimoto disease. Phenytoin and/or gabapentin were strongly suspected as causing his hypothyroidism. INTERVENTION: The patient was treated with replacement therapy (levothyroxine 25 mug/day). OUTCOMES: His symptoms markedly and promptly improved alongside continued antiepileptic therapy. LESSONS: In this case, the patient's hypothyroidism was assumed to result from different mechanisms of the 2 AEDs leading to thyroid hormone reduction. AEDs can not only cause asymptomatic thyroid hormone abnormalities but also clinically observable hypothyroidism. Therefore, clinicians should be aware of the association between anticonvulsants and symptomatic hypothyroidism.
28420045	Omeprazole	Lupus Erythematosus, Systemic	1	0	0	0		Drug-induced lupus erythematosus mimicking lymphoma on (18)F-FDG-PET/CT.	
30364017	Suramin	Myocarditis	1	0	0	0		Purinergic Antagonist Suramin Aggravates Myocarditis and Increases Mortality by Enhancing Parasitism, Inflammation, and Reactive Tissue Damage in Trypanosoma cruzi-Infected Mice.	Suramin (Sur) acts as an ecto-NTPDase inhibitor in Trypanosoma cruzi and a P2-purinoceptor antagonist in mammalian cells. Although the potent antitrypanosomal effect of Sur has been shown in vitro, limited evidence in vivo suggests that this drug can be dangerous to T. cruzi-infected hosts. Therefore, we investigated the dose-dependent effect of Sur-based chemotherapy in a murine model of Chagas disease. Seventy uninfected and T. cruzi-infected male C57BL/6 mice were randomized into five groups: SAL = uninfected; INF = infected; SR5, SR10, and SR20 = infected treated with 5, 10, or 20 mg/kg Sur. In addition to its effect on blood and heart parasitism, the impact of Sur-based chemotherapy on leucocytes myocardial infiltration, cytokine levels, antioxidant defenses, reactive tissue damage, and mortality was analyzed. Our results indicated that animals treated with 10 and 20 mg/kg Sur were disproportionally susceptible to T. cruzi, exhibiting increased parasitemia and cardiac parasitism (amastigote nests and parasite load (T. cruzi DNA)), intense protein, lipid and DNA oxidation, marked myocarditis, and mortality. Animals treated with Sur also exhibited reduced levels of nonprotein antioxidants. However, the upregulation of catalase, superoxide dismutase, and glutathione-S-transferase was insufficient to counteract reactive tissue damage and pathological myocardial remodeling. It is still poorly understood whether Sur exerts a negative impact on the purinergic signaling of T. cruzi-infected host cells. However, our findings clearly demonstrated that through enhanced parasitism, inflammation, and reactive tissue damage, Sur-based chemotherapy contributes to aggravating myocarditis and increasing mortality rates in T. cruzi-infected mice, contradicting the supposed relevance attributed to this drug for the treatment of Chagas disease.
30121057	Oxygen	Inflammation	0	0	0	0		Ginger ( Zingiber officinale ) prevents severe damage to the lungs due to hyperoxia and inflammation.	BACKGROUND/AIM: Hyperoxia- and inflammation-induced lung injury is an important cause of the development of bronchopulmonary dysplasia (BPD) in premature infants. We aimed to ascertain the beneficial effects of ginger ( Zingiber officinale ) on rat pups exposed to hyperoxia and inflammation. MATERIALS AND METHODS: Thirty-six newborn Wistar rats were randomly divided into 3 groups as the hyperoxia (95% O 2 ) + lipopolysaccharide (LPS) group, the hyperoxia + LPS + ginger-treated group, and the control/no treatment group (21% O 2 ). Pups in the hyperoxia + LPS + ginger group were administered oral ginger at a dose of 1000 mg/kg daily during the study period. Histopathologic, immunochemical (SMA and lamellar body), and biochemical evaluations including total antioxidant status (TAS), total oxidant status (TOS), malondialdehyde (MDA), myeloperoxidase (MPO), tumor necrosis factor-alpha (TNF-alpha), interleukin-1 beta (IL-1beta), interleukin-6 (IL-6), and caspase-3 activities were performed. RESULTS: Better weight gain and survival rates were shown in the hyperoxia + LPS + ginger group (P < 0.05). In the histopathologic and immunochemical evaluation, severity of lung damage was significantly reduced in the hyperoxia + LPS + ginger group, as well as decreased apoptosis (ELISA for caspase-3) (P < 0.05). Tissue TAS levels were significantly protected, and TOS, MDA, and MPO levels were significantly lower in the hyperoxia + LPS + ginger group (P < 0.05). Tissue TNF-alpha, IL-1beta, and IL-6 concentrations were significantly decreased in the ginger-treated group (P < 0.05). CONCLUSION: Ginger efficiently reduced the lung damage and protected the lungs from severe damage due to hyperoxia and inflammation. Therefore, ginger may be an alternative option for the treatment of BPD.
30107100	Trimethoprim, Sulfamethoxazole Drug Combination	Depression	1	0	0	0		Trimethoprim-Sulfamethoxazole-Induced Exacerbation of Anxiety and Depression.	
29956746	Glycerol	Cardiovascular Diseases	0	0	0	0		Liposomal paclitaxel induces fewer hematopoietic and cardiovascular complications than bioequivalent doses of Taxol.	Paclitaxel (PTX) exhibits potent antineoplastic activity against various human malignancies; however, clinical application must overcome the inherent hydrophobicity of this molecule. The commercialized Taxol formulation utilizes Cremophor EL (CrEL)/ethanol as a solvent to stabilize and dispense PTX in an aqueous solution. However, adverse CrEL‑induced hypersensitivity reactions have been reported in ~30% of recipients, and 40% of patients receiving premedication may also experience this adverse effect. Therefore, the development of a CrEL-free delivery system is crucial, in order to fully exploit the therapeutic efficacy of PTX. In the present study, a novel liposomal PTX (lipo‑PTX) formulation was optimized with regards to encapsulation rate and long‑term stability, arriving at a molar constituent ratio of soybean phosphatidylcholine:cholesterol:N-(carbonyl-methoxy-poly-ethylene glycol 2000)‑1,2‑distearoyl‑sn-glycero‑3-phosphoethanolamine, sodium salt:PTX at 95:2:1:2. Comparable doses of lipo‑PTX and Taxol were bioequivalent in terms of therapeutic efficacy in xenograft tumor models. However, the systemic side effects, including hematopoietic toxicity, acute hypersensitivity reactions and cardiac irregularities, were significantly reduced in lipo‑PTX‑treated mice compared with those infused with reference formulations of PTX. In conclusion, the present study reported that lipo‑PTX exhibited a higher therapeutic index than clinical PTX formulations.
29948819	Fluorouracil	Esophageal and Gastric Varices	1	1	0	0	1.0	Esophagogastric varices were diagnosed in a non-cirrhotic liver case during long-term follow-up after oxaliplatin-based chemotherapy.	Oxaliplatin, a chemotherapeutic agent for colorectal cancer, has been associated with pathological evidence of sinusoidal endothelial injury in the liver. However, esophagogastric varices are a poorly recognized outcome of oxaliplatin-based chemotherapy. We report a 78-year-old man, whose past history of colon cancer was resection and treatment with mFOLFOX6 for 20 weeks, as adjuvant chemotherapy. After 3.5-year follow-up of the oxaliplatin-based chemotherapy, he was diagnosed with esophageal varices without liver dysfunction, indicating that the hepatotoxicity caused by oxaliplatin could be prolonged after its administration. Patients who have received oxaliplatin-based chemotherapy should be followed up carefully over the long term.
29948819	Leucovorin	Esophageal and Gastric Varices	1	1	0	0	1.0	Esophagogastric varices were diagnosed in a non-cirrhotic liver case during long-term follow-up after oxaliplatin-based chemotherapy.	Oxaliplatin, a chemotherapeutic agent for colorectal cancer, has been associated with pathological evidence of sinusoidal endothelial injury in the liver. However, esophagogastric varices are a poorly recognized outcome of oxaliplatin-based chemotherapy. We report a 78-year-old man, whose past history of colon cancer was resection and treatment with mFOLFOX6 for 20 weeks, as adjuvant chemotherapy. After 3.5-year follow-up of the oxaliplatin-based chemotherapy, he was diagnosed with esophageal varices without liver dysfunction, indicating that the hepatotoxicity caused by oxaliplatin could be prolonged after its administration. Patients who have received oxaliplatin-based chemotherapy should be followed up carefully over the long term.
29898417	Styrene	Micronuclei, Chromosome-Defective	0	1	0	0		Biomarkers of early genotoxicity and oxidative stress for occupational risk assessment of exposure to styrene in the fibreglass reinforced plastic industry.	This study aimed to identify sensitive and not-invasive biomarkers of early genotoxic/oxidative effect for exposure to styrene in the fibreglass reinforced plastic manufacture. We studied 11 workers of a plastic manufacture using open molding process (A), 16 workers of a manufacture using closed process (B) and 12 controls. We evaluated geno/cytotoxic effects on buccal cells by Buccal Micronucleus Cytome (BMCyt) assay and genotoxic/oxidative effects on lymphocytes by Fpg-comet test. On A workers we also evaluated urinary 8oxoGua, 8oxodGuo and 8oxoGuo to investigate oxidative stress. Personal inhalation exposure to styrene was monitored by passive air sampling and GC/MS. Biological monitoring included urinary metabolites mandelic acid (MA) and phenylglyoxylic acid (PGA). The findings show higher styrene exposure, urinary MA + PGA levels and micronucleus frequency in manufacture A. Higher buccal karyolytic cell frequency vs controls were found in both exposed populations. We found in exposed workers, no induction of direct DNA damage but oxidative DNA damage. Fpg-comet assay and urinary oxidized guanine seem to be sensitive biomarkers of oxidative stress and BMCyt assay a good-not invasive biomarker of cyto-genotoxicity at target organ. The study, although limited by the small number of studied subjects, shows the usefulness of used biomarkers in risk assessment of styrene-exposed workers.
29887593	Oseltamivir	Rhabdomyolysis	1	1	1	1	1.0	Rhabdomyolysis Following Initiation of Antiviral Therapy with Oseltamivir.	BACKGROUND Tamiflu (oseltamivir phosphate) serves as prophylaxis and treatment of upper respiratory tract infections (URTI) and lower respiratory tract infections (LRTI) caused by viruses of the Orthomyxovirus family. Here, we present a patient with URTI and negative rapid influenza diagnostic testing (RIDT), who developed rhabdomyolysis after being started on oseltamivir. CASE REPORT Our report describes a rare case of rhabdomyolysis after oseltamivir administration in a 53-year-old man with suspected influenza. We discuss the differential diagnosis for rhabdomyolysis to rule out other causes and review the literature on influenza-induced rhabdomyolysis. CONCLUSIONS Considering the serious consequences of rhabdomyolysis, care needs to be taken in routine prescription and use of oseltamivir. Although this is a rare adverse effect, our case highlights the need to be vigilant for uncommon adverse events with commonly used drugs.
29862427	Tamoxifen	Parkinson Disease, Secondary	1	0	0	0		Tamoxifen and the risk of Parkinsonism: a case/non-case study.	"BACKGROUND: Three studies have suggested a potential positive association between the use of tamoxifen in breast cancer and Parkinsonism, mainly after long-term exposure. OBJECTIVES: To explore this potential signal, we performed a case/non-case study using the World Health Organization Global Individual Case Safety Reports (ICSRs) database, VigiBase(R) between 1979 and 2018. METHODS: Among women >/= 55 years, we measured the risk of reporting ""Parkinsonism"" compared with all other adverse drug reactions [as a reporting odds ratio (ROR 95% CI)] for tamoxifen compared to all other drugs or aromatase inhibitors. RESULTS: During the study period, 356 ICSRs of Parkinsonism reported with tamoxifen were identified. We failed to find a positive association between tamoxifen exposure and Parkinsonism in comparison with exposure to other drugs (ROR = 0.79; 95% CI 0.71-0.88) or aromatase inhibitors (ROR = 0.39; 95% CI 0.33-0.46). CONCLUSION: This study did not find evidence for Parkinsonism associated with tamoxifen."
29795058	Cyproheptadine	Serotonin Syndrome	1	1	0	0	0.0	Delayed Serotonin Syndrome in the Setting of a Mixed Fluoxetine and Serotonin Antagonist Overdose.	BACKGROUND Serotonin syndrome is a condition characterized predominantly by neuromuscular symptoms and altered thermoregulation in response to serotonergic overtone. Treatment is focused on withdrawal of serotonergic agents, which leads to resolution in the majority of cases. In the setting of serotonergic overdose, the onset of serotonin syndrome is usually within 4 to 13 h. Here, we report a case of delayed-onset serotonin syndrome in a patient who ingested a mixture of longer-acting serotonin agonists with serotonin antagonists. CASE REPORT A 24-year-old male was transferred to our medical intensive care unit with hypotension and altered mental status after an overdose of fluoxetine, cyproheptadine, trazodone, olanzapine, risperidone, and bupropion. After approximately 72 h, the patient developed symptoms of fever, lower leg clonus, hyperreflexia, and agitation. He was diagnosed with delayed-onset serotonin syndrome, which responded well to re-administration of cyproheptadine, leading to resolution of symptoms by day 5 of his stay. CONCLUSIONS In this present case, our patient presented with the longest reported delay in the onset of serotonin syndrome after intentional ingestion. This was likely secondary to co-ingestion of long-acting serotonin agonists with protective shorter-acting serotonin antagonists (cyproheptadine and olanzapine). Clinicians should consider delayed-onset serotonin syndrome when patients ingest longer-acting serotonergic agents with serotonin antagonists.
29681597	Antithrombin III	Postoperative Hemorrhage	0	0	0	0		Strategy for Cardiovascular Surgery in Patients with Antithrombin III Deficiency.	Antithrombin III (ATIII) deficiency is a rare disorder in which thrombosis can be induced by stimuli that do not usually lead to thrombus formation, including minor injuries and surgery. Therefore, patients with ATIII deficiency undergoing cardiovascular surgery that involves heparinization require careful perioperative management. We experienced five patients with ATIII deficiency who underwent cardiovascular surgery and were managed with ATIII replacement. By administration of ATIII concentrate, preoperative ATIII activity was maintained at >/=120% and postoperative ATIII activity at >/=80%. All five patients were treated successfully without postoperative complications such as hemorrhage or thrombosis. In patients with ATIII deficiency undergoing cardiac surgery, it is important to perform ATIII replacement to achieve preoperative ATIII activity >/=120% and postoperative ATIII activity >/=80%, while the activated clotting time (ACT) is maintained at >400 seconds during cardiopulmonary bypass. In addition, long-term postoperative anticoagulant therapy is necessary in hereditary ATIII deficiency patients with a history of thrombosis.
29444344	Omalizumab	Serum Sickness	1	0	0	0		Serum sickness-like reaction in a pediatric patient using omalizumab for chronic spontaneous urticaria.	
29413509	Everolimus	Lung Injury	1	1	0	0	0.0	Evaluation of the clinical characteristics of everolimus-induced lung injury and determination of associated risk factors.	BACKGROUND: Everolimus (ERL), a mammalian target of rapamycin (mTOR) inhibitor, has been used for the management of several advanced cancers. ERL frequently causes lung injury, although the clinical and radiographic features have not been clarified. The aim of this study was to assess the clinical features of ERL-induced lung injury and determine the associated risk factors. METHODS: This single-center, retrospective study included 45 patients (29 men, 16 women; age, 12-78 years) who had received ERL at our hospital between August 2010 and March 2016. Drug-induced lung injury (DILI) was diagnosed using the Japanese Respiratory Society criteria. We obtained information regarding the clinical course, symptoms, clinical findings, blood test findings, and chest computed tomography findings from the patients' medical records. Risk factors for DILI onset were investigated using the Wilcoxon rank sum test. RESULTS: Fifteen patients (33%) were diagnosed with DILI. The median time from ERL administration to DILI onset was 64 days. High Serum Krebs von den Lungen-6 (KL-6) levels and a low estimated glomerular filtration rate (eGFR) before ERL administration were found to be significant risk factors for DILI. KL-6 and lactate dehydrogenase (LDH) were significantly elevated at the onset of DILI. All 15 patients recovered; 11 were without steroids. CONCLUSIONS: Our results suggest that patients with high KL-6 levels and a low eGFR at baseline are at increased risk of ERL-induced lung injury. In addition, KL-6 and LDH may be useful biomarkers of ERL-induced lung injury.
29315748	Infliximab	Folliculitis	1	0	0	0		Tumour necrosis factor-alpha-inhibitor-induced neutrophilic folliculitis presenting with strong lesional expression of interleukin-36gamma.	
29134575	Dimethyl Sulfoxide	Muscular Diseases	0	1	0	0		Impact of intramuscular administration of lipid-soluble and water-soluble vehicles into regenerating muscle at the distinct phases of skeletal muscle regeneration.	Interpretation on the effectiveness of potential substances to enhance skeletal muscle regeneration is difficult if an inappropriate vehicle is administered, since vehicle administration can directly enhance or suppress regenerative capacity. In the current study, intramuscular administration of lipid-soluble and water-soluble vehicles into regenerating muscle at the distinct phases of skeletal muscle regeneration (regenerative vs. remodeling) were investigated. Tested vehicles included lipid-soluble [olive oil, (0.1, 1, 5, and 40%) dimethyl sulfoxide (DMSO), and 40% propylene glycol (PG)] and water-soluble [0.9% NaCl, PBS, 0.1% ethanol, and distilled water]. Skeletal muscle regeneration was induced by 1.2% BaCl(2) injection to the tibialis anterior muscle of 10-week-old C57BL/6 male mice. Histological features, skeletal muscle stem cell activity, regenerating muscle fiber formation, angiogenesis, extracellular matrix remodeling, and macrophage infiltration were examined. The results revealed repeated administration of 40% DMSO and 40% PG causes significant recurrent muscle injury, which is pronounced during the remodeling phase compared to the regenerative phase. These findings were supported by (1) massive infiltration of F4/80(+) macrophages; (2) significant increase of skeletal muscle stem cell re-activation and nascent regenerating muscle fiber formation; (3) excess fibrous formation; and (4) decreased regenerating muscle fiber cross-sectional area. These deleterious effects were comparable to 2% trypsin (degenerative substance) administration and less pronounced with a single administration. Nevertheless, recurrent muscle injury was still presented with 5% DMSO administration but it can be alleviated when 0.1% DMSO was administered during the remodeling phase. In contrast, none of the tested vehicles enhanced regenerative capacity compared with IGF-1 administration. Altogether, intramuscular administration of vehicle containing high concentration of DMSO or PG could impair skeletal muscle regenerative capacity and potentially affect validation of the investigational substance.
29134575	Propylene Glycol	Muscular Diseases	0	1	0	0		Impact of intramuscular administration of lipid-soluble and water-soluble vehicles into regenerating muscle at the distinct phases of skeletal muscle regeneration.	Interpretation on the effectiveness of potential substances to enhance skeletal muscle regeneration is difficult if an inappropriate vehicle is administered, since vehicle administration can directly enhance or suppress regenerative capacity. In the current study, intramuscular administration of lipid-soluble and water-soluble vehicles into regenerating muscle at the distinct phases of skeletal muscle regeneration (regenerative vs. remodeling) were investigated. Tested vehicles included lipid-soluble [olive oil, (0.1, 1, 5, and 40%) dimethyl sulfoxide (DMSO), and 40% propylene glycol (PG)] and water-soluble [0.9% NaCl, PBS, 0.1% ethanol, and distilled water]. Skeletal muscle regeneration was induced by 1.2% BaCl(2) injection to the tibialis anterior muscle of 10-week-old C57BL/6 male mice. Histological features, skeletal muscle stem cell activity, regenerating muscle fiber formation, angiogenesis, extracellular matrix remodeling, and macrophage infiltration were examined. The results revealed repeated administration of 40% DMSO and 40% PG causes significant recurrent muscle injury, which is pronounced during the remodeling phase compared to the regenerative phase. These findings were supported by (1) massive infiltration of F4/80(+) macrophages; (2) significant increase of skeletal muscle stem cell re-activation and nascent regenerating muscle fiber formation; (3) excess fibrous formation; and (4) decreased regenerating muscle fiber cross-sectional area. These deleterious effects were comparable to 2% trypsin (degenerative substance) administration and less pronounced with a single administration. Nevertheless, recurrent muscle injury was still presented with 5% DMSO administration but it can be alleviated when 0.1% DMSO was administered during the remodeling phase. In contrast, none of the tested vehicles enhanced regenerative capacity compared with IGF-1 administration. Altogether, intramuscular administration of vehicle containing high concentration of DMSO or PG could impair skeletal muscle regenerative capacity and potentially affect validation of the investigational substance.
29134575	Trypsin	Muscular Diseases	0	1	0	0		Impact of intramuscular administration of lipid-soluble and water-soluble vehicles into regenerating muscle at the distinct phases of skeletal muscle regeneration.	Interpretation on the effectiveness of potential substances to enhance skeletal muscle regeneration is difficult if an inappropriate vehicle is administered, since vehicle administration can directly enhance or suppress regenerative capacity. In the current study, intramuscular administration of lipid-soluble and water-soluble vehicles into regenerating muscle at the distinct phases of skeletal muscle regeneration (regenerative vs. remodeling) were investigated. Tested vehicles included lipid-soluble [olive oil, (0.1, 1, 5, and 40%) dimethyl sulfoxide (DMSO), and 40% propylene glycol (PG)] and water-soluble [0.9% NaCl, PBS, 0.1% ethanol, and distilled water]. Skeletal muscle regeneration was induced by 1.2% BaCl(2) injection to the tibialis anterior muscle of 10-week-old C57BL/6 male mice. Histological features, skeletal muscle stem cell activity, regenerating muscle fiber formation, angiogenesis, extracellular matrix remodeling, and macrophage infiltration were examined. The results revealed repeated administration of 40% DMSO and 40% PG causes significant recurrent muscle injury, which is pronounced during the remodeling phase compared to the regenerative phase. These findings were supported by (1) massive infiltration of F4/80(+) macrophages; (2) significant increase of skeletal muscle stem cell re-activation and nascent regenerating muscle fiber formation; (3) excess fibrous formation; and (4) decreased regenerating muscle fiber cross-sectional area. These deleterious effects were comparable to 2% trypsin (degenerative substance) administration and less pronounced with a single administration. Nevertheless, recurrent muscle injury was still presented with 5% DMSO administration but it can be alleviated when 0.1% DMSO was administered during the remodeling phase. In contrast, none of the tested vehicles enhanced regenerative capacity compared with IGF-1 administration. Altogether, intramuscular administration of vehicle containing high concentration of DMSO or PG could impair skeletal muscle regenerative capacity and potentially affect validation of the investigational substance.
28965779	Quetiapine Fumarate	Pregnancy Complications	1	0	0	0		Pregnancy exposure to quetiapine - Therapeutic drug monitoring in maternal blood, amniotic fluid and cord blood and obstetrical outcomes.	RATIONALE: This prospective study is the first to measure and correlate quetiapine concentrations in maternal blood, amniotic fluid and umbilical cord blood to account for the distribution of quetiapine. METHODS: Concentrations of quetiapine are quantified in seven mother infant pairs at the time of delivery. Data are provided as median values, first (Q1) and third (Q3) quartiles and ranges. To account for the penetration ratio, the concentration of quetiapine in amniotic fluid and cord blood was divided by maternal concentrations. Correlations between daily dosage, maternal serum and umbilical cord blood concentrations were computed for seven patients while calculations for amniotic fluid were only available for six mother-infant pairs. RESULTS: The median daily dosage of quetiapine was 300mg (Q1: 300mg, Q3: 600mg, range 200-800mg). There was a strong and significant correlation between maternal serum and cord blood concentrations (r=0.893, p=0.007). The median penetration ratio into fetal circulation was 0.18 (Q1: 0.16, Q3: 0.32; range 0.13-0.42), suggesting a low penetration. The median penetration ratio into amniotic fluid was 0.44 (Q1: 0.15, Q3: 0.96; range 0.09-1.70). CONCLUSIONS: Quetiapine concentrations in amniotic fluid and cord blood give evidence that quetiapine is constantly accessible to the fetus with a relatively low penetration ratio. A high correlation between maternal serum and umbilical cord blood concentrations highlights a predictive role of quantifying drug concentrations in maternal serum for assessing drug concentrations in fetal circulation. Findings support the important role of therapeutic drug monitoring in supporting the efficacy and safety of psychopharmacological treatment strategies in highly vulnerable populations.
28965779	Quetiapine Fumarate	Prenatal Exposure Delayed Effects	1	0	0	0		Pregnancy exposure to quetiapine - Therapeutic drug monitoring in maternal blood, amniotic fluid and cord blood and obstetrical outcomes.	RATIONALE: This prospective study is the first to measure and correlate quetiapine concentrations in maternal blood, amniotic fluid and umbilical cord blood to account for the distribution of quetiapine. METHODS: Concentrations of quetiapine are quantified in seven mother infant pairs at the time of delivery. Data are provided as median values, first (Q1) and third (Q3) quartiles and ranges. To account for the penetration ratio, the concentration of quetiapine in amniotic fluid and cord blood was divided by maternal concentrations. Correlations between daily dosage, maternal serum and umbilical cord blood concentrations were computed for seven patients while calculations for amniotic fluid were only available for six mother-infant pairs. RESULTS: The median daily dosage of quetiapine was 300mg (Q1: 300mg, Q3: 600mg, range 200-800mg). There was a strong and significant correlation between maternal serum and cord blood concentrations (r=0.893, p=0.007). The median penetration ratio into fetal circulation was 0.18 (Q1: 0.16, Q3: 0.32; range 0.13-0.42), suggesting a low penetration. The median penetration ratio into amniotic fluid was 0.44 (Q1: 0.15, Q3: 0.96; range 0.09-1.70). CONCLUSIONS: Quetiapine concentrations in amniotic fluid and cord blood give evidence that quetiapine is constantly accessible to the fetus with a relatively low penetration ratio. A high correlation between maternal serum and umbilical cord blood concentrations highlights a predictive role of quantifying drug concentrations in maternal serum for assessing drug concentrations in fetal circulation. Findings support the important role of therapeutic drug monitoring in supporting the efficacy and safety of psychopharmacological treatment strategies in highly vulnerable populations.
28534245	Flecainide	Ventricular Dysfunction, Left	1	0	0	0		Flecainide-Induced Left Ventricular Dysfunction: Fact or Fiction?	
