PMID	MHDA	DRUG	AE	PT	LlamaTiFirst	LlamaAbFirst	pAuth_modelA	pAuth_modelB	aAuth	Title	Abstract
29239937	2019/8/31	Hydroxychloroquine	Memory Disorders	Case Reports_and_Letter	1	0	0	0	0	Hydroxychloroquine-Induced Reversible Hypomnesis in Systemic Lupus Erythematosus.	
27734659	2018/9/27	Pregabalin	Hypoglycemia	Journal Article	1	0	0	0	0	Hypoglycemia Induced by Pregabalin.	
30741131	2019/3/9	Rosuvastatin Calcium	Anemia, Hemolytic	Case Reports_and_Letter	1	0	0	0	0	Statins Can Lead to Acute Hemolysis.	
29153932	2018/10/24	Desvenlafaxine Succinate	Heart Arrest	Case Reports_and_Letter	1	0	0	0	0	Takotsubo Cardiomyopathy and Intraoperative Cardiac Arrest: Is Desvenlafaxine a Contributing Factor?	
29153932	2018/10/24	Desvenlafaxine Succinate	Intraoperative Complications	Case Reports_and_Letter	1	0	0	0	0	Takotsubo Cardiomyopathy and Intraoperative Cardiac Arrest: Is Desvenlafaxine a Contributing Factor?	
30646927	2019/5/2	Panitumumab <ok>	Vasculitis, Leukocytoclastic, Cutaneous	Case Reports_and_Journal Article	1	1	1	1	1	Leukocytoclastic vasculitis with purpura and renal failure induced by the anti-epidermal growth factor receptor antibody panitumumab: a case report.	BACKGROUND: Panitumumab is the first human combinatorial antibody for the treatment of metastatic colorectal carcinoma. Dermatologic toxicity of all grades occurs in more than 90% of patients. However, there are few reports of purpura induced by anti-epidermal growth factor receptor antibody. Renal failure is also uncommon as an adverse event of anti-epidermal growth factor receptor antibody. CASE PRESENTATION: A 67-year-old Japanese man with advanced colon cancer received monotherapy with panitumumab. General malaise, bilateral edema of his legs, and bilateral purpura of his forearms developed 2 days after the second cycle of panitumumab. A skin biopsy was performed to evaluate the purpuric lesions on his left leg and leukocytoclastic vasculitis was diagnosed. Blood tests showed grade III acute renal failure with a blood urea nitrogen level of 33.8 mg/dL and a creatinine level of 3.10 mg/dL. CONCLUSIONS: This is the first reported case of leukocytoclastic vasculitis followed by purpura and acute renal failure associated with panitumumab.
28500627	2018/12/13	Ipilimumab	Amyloidosis	Case Reports_and_Letter	1	0	0	0	0	Widespread biphasic amyloidosis related to ipilimumab treatment for metastatic melanoma.	
29975200	2019/3/20	Lacosamide	Hyponatremia	Case Reports_and_Letter	1	0	0	0	0	Lacosamide: Associated Hyponatremia.	
29313696	2018/10/12	Clenbuterol <ok>	Peliosis Hepatis	Case Reports_and_Journal Article	1	1	0	1	1	Spontaneous hepatic rupture in a bodybuilder: a case report and review of the literature.	This article is the first description of a spontaneous hepatic rupture in a young bodybuilder with a history of clenbuterol and ephedrine alkaloid use. The patient presented with a sudden mid-epigastric pain and vomiting. Hemoglobin levels decreased a few hours later and a computed tomography scan was performed which revealed a rupture of the right liver capsule and hemoperitoneum. Two attempts at transarterial embolization did not control the bleeding and a right hemihepatectomy was performed. The pathological report identified a hepatic adenoma, a capsular tear and diffuse peliosis hepatis. The patient was discharged in a good condition after eleven days. Spontaneous hepatic ruptures are rare and life-threatening and are usually described in association with tumors, connective tissue diseases and gestosis. This article is a review of the available literature with regard to this condition, with a focus on its relation to peliosis hepatis and banned substance used by body image fanatics. The present case highlights the challenging diagnosis of this potentially fatal liver complication in a healthy appearing male, the risk associated with the online trade of performance enhancing drugs and its relation with peliosis hepatis.
29313696	2018/10/12	Ephedrine <ok>	Peliosis Hepatis	Case Reports_and_Journal Article	1	1	0	1	1	Spontaneous hepatic rupture in a bodybuilder: a case report and review of the literature.	This article is the first description of a spontaneous hepatic rupture in a young bodybuilder with a history of clenbuterol and ephedrine alkaloid use. The patient presented with a sudden mid-epigastric pain and vomiting. Hemoglobin levels decreased a few hours later and a computed tomography scan was performed which revealed a rupture of the right liver capsule and hemoperitoneum. Two attempts at transarterial embolization did not control the bleeding and a right hemihepatectomy was performed. The pathological report identified a hepatic adenoma, a capsular tear and diffuse peliosis hepatis. The patient was discharged in a good condition after eleven days. Spontaneous hepatic ruptures are rare and life-threatening and are usually described in association with tumors, connective tissue diseases and gestosis. This article is a review of the available literature with regard to this condition, with a focus on its relation to peliosis hepatis and banned substance used by body image fanatics. The present case highlights the challenging diagnosis of this potentially fatal liver complication in a healthy appearing male, the risk associated with the online trade of performance enhancing drugs and its relation with peliosis hepatis.
31044260	2019/7/26	Dasatinib	Brain Ischemia	Journal Article	1	1	0	0	0	Incidence and evaluation of predisposition to cardiovascular toxicity in chronic myeloid leukemia patients treated with bosutinib in the real-life practice.	There is little information about cardiovascular adverse event (CV-AE) incidence in chronic myeloid leukemia (CML) patients treated with bosutinib in the real-life practice. We identified 54 consecutive CML patients treated with bosutinib, stratified according to the Systematic Coronary Risk Evaluation (SCORE) assessment, based on sex, age, smoking habits, systolic blood pressure, and total cholesterol levels. The 40-month cumulative incidence of CV-AEs was 25.2 +/- 8.1%. Patients with the SCORE of high-very high showed a significantly higher incidence of CV-AEs (55 +/- 12.9% vs 9 +/- 9.5%; p = 0.002). Overall, 9 CV-AEs were reported, with 2 deaths attributed to CV-AE. In conclusion, the SCORE assessment before starting treatment is helpful in identifying CV-AE high-risk patients during bosutinib treatment.
31044260	2019/7/26	Dasatinib	Myocardial Infarction	Journal Article	1	1	0	0	0	Incidence and evaluation of predisposition to cardiovascular toxicity in chronic myeloid leukemia patients treated with bosutinib in the real-life practice.	There is little information about cardiovascular adverse event (CV-AE) incidence in chronic myeloid leukemia (CML) patients treated with bosutinib in the real-life practice. We identified 54 consecutive CML patients treated with bosutinib, stratified according to the Systematic Coronary Risk Evaluation (SCORE) assessment, based on sex, age, smoking habits, systolic blood pressure, and total cholesterol levels. The 40-month cumulative incidence of CV-AEs was 25.2 +/- 8.1%. Patients with the SCORE of high-very high showed a significantly higher incidence of CV-AEs (55 +/- 12.9% vs 9 +/- 9.5%; p = 0.002). Overall, 9 CV-AEs were reported, with 2 deaths attributed to CV-AE. In conclusion, the SCORE assessment before starting treatment is helpful in identifying CV-AE high-risk patients during bosutinib treatment.
28983973	2019/8/27	Nivolumab	Granuloma Annulare	Case Reports_and_Letter	1	0	0	0	0	Granuloma annulare associated with immune checkpoint inhibitors.	
29455019	2018/10/4	Rivaroxaban	Blepharoptosis	Case Reports_and_Journal Article	1	1	1	1	1	Ocular Myasthenia Induced by Rivaroxaban in Patient with Deep Vein Thrombosis.	The non-vitamin K antagonist oral anticoagulant rivaroxaban is indicated in prevention and treatment of venous thromboembolism (VTE). A 60-year-old male patient complained of bilateral ptosis after administration of rivaroxaban for deep vein thrombosis (DVT). Myasthenia gravis (MG) was confirmed by positive serum antiacetylcholine receptor antibody test. No mediastinal thymoma was found. The ocular myasthenia reversed after discontinuing rivaroxaban treatment. Nevertheless, ptosis recurred and chronic oral pyridostigmine bromide treatment was necessary. The mechanism of MG development by rivaroxaban therapy is not completely understood. The development of rivaroxaban-induced autoimmune disease could be based on cross-reactivity between antibodies against rivaroxaban-derived antigens or by T-cell activation. To our knowledge, this report of ocular myasthenia by rivaroxaban administration is the first in the literature. Despite the benefits of rivaroxaban, it is important to recognize unexpected immune-related adverse events.
29455019	2018/10/4	Rivaroxaban	Myasthenia Gravis	Case Reports_and_Journal Article	1	1	1	1	2	Ocular Myasthenia Induced by Rivaroxaban in Patient with Deep Vein Thrombosis.	The non-vitamin K antagonist oral anticoagulant rivaroxaban is indicated in prevention and treatment of venous thromboembolism (VTE). A 60-year-old male patient complained of bilateral ptosis after administration of rivaroxaban for deep vein thrombosis (DVT). Myasthenia gravis (MG) was confirmed by positive serum antiacetylcholine receptor antibody test. No mediastinal thymoma was found. The ocular myasthenia reversed after discontinuing rivaroxaban treatment. Nevertheless, ptosis recurred and chronic oral pyridostigmine bromide treatment was necessary. The mechanism of MG development by rivaroxaban therapy is not completely understood. The development of rivaroxaban-induced autoimmune disease could be based on cross-reactivity between antibodies against rivaroxaban-derived antigens or by T-cell activation. To our knowledge, this report of ocular myasthenia by rivaroxaban administration is the first in the literature. Despite the benefits of rivaroxaban, it is important to recognize unexpected immune-related adverse events.
29512363	2019/2/15	Trastuzumab	Dilatation, Pathologic	Case Reports_and_Journal Article	1	0	0	0	0	Irreversible left atrium dilatation preceding left ventricular dysfunction during trastuzumab therapy.	
28328626	2018/9/15	Budesonide	Central Serous Chorioretinopathy	Case Reports_and_Letter	1	0	0	0	0	Central Serous Chorioretinopathy in a Patient with Ulcerative Colitis with Pouchitis on Budesonide-EC.	
30724787	2019/6/30	Aripiprazole	Hoarseness	Case Reports_and_Journal Article	1	1	1	1	2	Aripiprazole-Induced Hoarseness: A Case Report.	OBJECTIVES: Aripiprazole is an atypical antipsychotic drug that is commonly used in children and adolescents. METHODS: The most common adverse effects of aripiprazole include fatigue, nausea, increased appetite, headache, sedation, and somnolence. RESULTS: To our knowledge, there are no data regarding aripiprazole-induced hoarseness in the existing literature. CONCLUSIONS: We present a case of a preschool boy with attention-deficit/hyperactivity disorder and oppositional defiant disorder who displayed hoarseness after aripiprazole therapy.
29549244	2019/3/16	Sildenafil Citrate	Glucose Intolerance	Journal Article_and_Research Support, Non-U.S. Gov't	0	1	0	1	0	Effects of sildenafil treatment on thermogenesis and glucose homeostasis in diet-induced obese mice.	Stimulation of thermogenic pathways appears to be a promising approach to find new ways of tackling metabolic diseases like obesity and diabetes mellitus type 2. Thermogenic, weight reducing and insulin sensitizing effects of phosphodiesterase 5 (PDE 5) inhibitors have recently been postulated, suggesting that modulators of endogenous cGMP signaling have the therapeutic potential to treat metabolic disorders. However, most studies have been performed in vitro or in animals that were not glucose intolerant. We, thus, aimed to test the metabolic effects of the PDE 5 inhibitor sildenafil by treating diet-induced obese (DIO) mice orally for 8 days. Surprisingly, our results revealed no changes in body temperature, brown adipose tissue (BAT) thermogenesis and gene expression in BAT and inguinal white adipose tissue (iWAT), thus excluding a thermogenic or 'browning' effect of sildenafil in preexisting obesity. In contrast, sildenafil-treated DIO mice displayed changes in liver metabolism and glucose homeostasis resulting in impaired glucose tolerance (P < 0.05), demonstrating for the first time an unfavorable metabolic effect of increased hepatic cGMP signaling in obesity. As sildenafil is commonly prescribed to treat pulmonary arterial hypertension and erectile dysfunction in diabetic and/or obese patients, follow up studies are urgently required to re-evaluate the drug safety.
30925501	2019/8/27	Varenicline	Angioedema	Case Reports_and_Letter	1	0	0	0	0	Life-Threatening Angioedema Following Varenicline Administration.	
29076157	2019/1/27	Interferon-beta	Darier Disease	Case Reports_and_Letter	1	0	0	0	0	Exacerbation of Darier disease by peg-interferon beta-1a in a patient suffering from multiple sclerosis.	
29704897	2018/10/10	Levonorgestrel <ok>	Embryo Loss	Case Reports_and_Journal Article	1	1	1	1	1	Occurrence of anembryonic pregnancy with use of levonorgestrel subdermal implant (JADELLE(R)): a case report.	BACKGROUND: Progestin-only subdermal implants are one of the most effective contraceptive methods. Anembryonic pregnancy is not reported as a possible outcome in cases of contraceptive failure of these products. We present a rare case of anembryonic pregnancy occurring in a woman with levonorgestrel-releasing implant (JADELLE(R)). CASE PRESENTATION: A 31-year-old Cameroonian (black African) housewife with a JADELLE(R) implant for 13 months, consulted at our hospital for a 1-month history of pelvic pain, prolonged menstrual bleeding, and spotting. She had a last normal menstrual period 8 weeks 1 day prior to presentation. On examination, there was suprapubic tenderness and blood trickling from her cervix. Despite a negative qualitative urine pregnancy test, an empty intrauterine gestational sac with mean sac diameter of 28 mm was visualized on pelvic ultrasound. Dilation and curettage with suction was done and she had complete relief from symptoms. CONCLUSION: This case report highlights the possibility of anembryonic pregnancy occurring in women using the levonorgestrel-releasing subdermal implant (JADELLE(R)).
29027009	2018/9/25	Bezafibrate	Dermatomyositis	Journal Article_and_Review	1	1	0	0	0	Lipid-lowering agent-triggered dermatomyositis and polymyositis: a case series and literature review.	Lipid-lowering agent-triggered dermatomyositis (DM) or polymyositis (PM) is a rare event. Therefore, the aim of the present study was to describe a series of such cases. A retrospective cohort study of 5 DM and 4 PM cases triggered by prior exposure to lipid-lowering agents between 2001 and 2017 was carried out. All patients, except for two cases, had muscle biopsy compatible with inflammatory myopathy and no serum autoantibodies positive for anti-SRP or anti-HMGCoAR. Median age of the patients at time of diagnosis was 68 years. Seven patients had previously taken simvastatin 20 mg/day (exposure period from 2 days to 4 years) and two bezafibrate 100 mg/day (3-4 months). Median time from symptom onset to disease diagnosis was 6 months. All patients with DM had a heliotrope and/or Gottron's papules. All patients had symmetrical, predominantly proximal muscle weakness of limbs, with median serum creatine phosphokinase of 3087U/L (interquartile 25-75% range 1293-13,937 U/L). All patients received glucocorticoid and immunosuppressants. Complete reversal of clinical symptoms and normalization of serum creatine phosphokinase level occurred within a median of 12 months after starting the treatment. There was disease relapse in three cases, and one case of death was unrelated to the disease (pulmonary infectious complications resulting from lymphoma). In contrast to cases described in the literature, the patients in the present study had a relatively more aggressive course, requiring glucocorticoids and immunosuppressants, in addition to a tendency for a longer period to achieve disease remission.
29027009	2018/9/25	Bezafibrate	Polymyositis	Journal Article_and_Review	1	1	0	0	0	Lipid-lowering agent-triggered dermatomyositis and polymyositis: a case series and literature review.	Lipid-lowering agent-triggered dermatomyositis (DM) or polymyositis (PM) is a rare event. Therefore, the aim of the present study was to describe a series of such cases. A retrospective cohort study of 5 DM and 4 PM cases triggered by prior exposure to lipid-lowering agents between 2001 and 2017 was carried out. All patients, except for two cases, had muscle biopsy compatible with inflammatory myopathy and no serum autoantibodies positive for anti-SRP or anti-HMGCoAR. Median age of the patients at time of diagnosis was 68 years. Seven patients had previously taken simvastatin 20 mg/day (exposure period from 2 days to 4 years) and two bezafibrate 100 mg/day (3-4 months). Median time from symptom onset to disease diagnosis was 6 months. All patients with DM had a heliotrope and/or Gottron's papules. All patients had symmetrical, predominantly proximal muscle weakness of limbs, with median serum creatine phosphokinase of 3087U/L (interquartile 25-75% range 1293-13,937 U/L). All patients received glucocorticoid and immunosuppressants. Complete reversal of clinical symptoms and normalization of serum creatine phosphokinase level occurred within a median of 12 months after starting the treatment. There was disease relapse in three cases, and one case of death was unrelated to the disease (pulmonary infectious complications resulting from lymphoma). In contrast to cases described in the literature, the patients in the present study had a relatively more aggressive course, requiring glucocorticoids and immunosuppressants, in addition to a tendency for a longer period to achieve disease remission.
27794114	2018/9/22	Alemtuzumab	Cholecystitis, Acute	Case Reports_and_Journal Article_and_Research Support, Non-U.S. Gov't	1	0	0	0	0	Acute cholecystitis during treatment with alemtuzumab in 3 patients with RRMS.	
29301445	2018/9/11	Cinacalcet	Gallstones	Journal Article	0	1	0	0	0	Gallstones were associated with the gastrointestinal adverse events of cinacalcet in hemodialysis patients with secondary hyperparathyroidism.	This study aimed to investigate the association of gastrointestinal (GI) adverse events of cinacalcet with gallstones in the hemodialysis (HD) patients with secondary hyperparathyroidism (SHPT). A total of 23 HD patients under the treatment with cinacalcet and 101 control patients were enrolled in this cross-sectional study. We investigated the prevalence of gallstones and the association of GI adverse events of cinacalcet with gallstones. The prevalence of gallstones was significantly higher in the HD patients with cinacalcet compared with the controls (47.8% vs. 15.8%). The longer time on HD, hypercalcemia, hyperphosphatemia and elevated parathyroid hormone level were observed in the HD patients with cinacalcet. Besides, GI adverse events of cinacalcet were observed more frequently in the HD patients with gallstones compared with those without gallstones (odds ratio 13.5, 95% CI: 1.80-101). Therefore, screening for gallstones before dosing cinacalcet may reduce the risk of GI adverse events in SHPT patients.
28930759	2019/3/20	Immunoglobulins, Intravenous	Arrhythmia, Sinus	Case Reports_and_Letter	1	0	0	0	0	Intravenous Immunoglobulin-Induced Profound Bradycardia in a Patient With Idiopathic Thrombocytopenic Purpura.	
30403275	2019/3/21	Duloxetine Hydrochloride	Tardive Dyskinesia	Case Reports_and_Journal Article	1	1	0	0	0	A probable case of movement disorder (Tardive dyskinesia) due to duloxetine treatment.	Tardive dyskinesia and tardive dystonia are caused by dopamine receptor blocking agents, mostly antipsychotics and sometimes antidepressants or calcium channel blockers. Duloxetine is a serotonin-noradrenaline reuptake inhibitor used in the treatment of diabetic neuropathic pain and fibromyalgia, as well as major depression. In this case, we aimed to discuss the tardive dyskinesia-like appearance of a patient using duloxetine due to fibromyalgia.
30167757	2019/3/9	Voriconazole	Dizziness	Journal Article_and_Randomized Controlled Trial	1	0	0	0	0	Voriconazole greatly increases the exposure to oral buprenorphine.	PURPOSE: Buprenorphine has low oral bioavailability. Regardless of sublingual administration, a notable part of buprenorphine is exposed to extensive first-pass metabolism by the cytochrome P450 (CYP) 3A4. As drug interaction studies with buprenorphine are limited, we wanted to investigate the effect of voriconazole, a strong CYP3A4 inhibitor, on the pharmacokinetics and pharmacodynamics of oral buprenorphine. METHODS: Twelve healthy volunteers were given either placebo or voriconazole (orally, 400 mg twice on day 1 and 200 mg twice on days 2-5) for 5 days in a randomized, cross-over study. On day 5, they ingested 0.2 mg (3.6 mg during placebo phase) oral buprenorphine. We measured plasma and urine concentrations of buprenorphine and norbuprenorphine and monitored their pharmacological effects. Pharmacokinetic parameters were normalized for a buprenorphine dose of 1.0 mg. RESULTS: Voriconazole greatly increased the mean area under the plasma concentration-time curve (AUC(0-18)) of buprenorphine (4.3-fold, P < 0.001), its peak concentration (C(max)) (3.9-fold), half-life (P < 0.05), and excretion into urine (A(e); P < 0.001). Voriconazole also markedly enhanced the C(max) (P < 0.001), AUC(0-18) (P < 0.001), and A(e) (P < 0.05) of unconjugated norbuprenorphine but decreased its renal clearance (P < 0.001). Mild dizziness and nausea occurred during both study phases. CONCLUSIONS: Voriconazole greatly increases exposure to oral buprenorphine, mainly by inhibiting intestinal and liver CYP3A4. Effect on some transporters may explain elevated norbuprenorphine concentrations. Although oral buprenorphine is not commonly used, this interaction may become relevant in patients receiving sublingual buprenorphine together with voriconazole or other CYP3A4 or transporter inhibitors.
30024398	2018/11/7	Clomiphene	ST Elevation Myocardial Infarction	Case Reports_and_Journal Article	1	1	0	1	0	Acute myocardial infarction associated with clomiphene citrate in a young woman.	Clomiphene citrate is a drug that stimulates ovulation and is commonly used in cases of female infertility. Generally, it is recognized as a safe agent for ovulation induction, but rarely, it is associated with life-threatening conditions. A 36-year-old woman who had been prescribed clomiphene citrate for infertility was admitted to the emergency department for chest pain lasting for 2 hours. She had no history of smoking, and she did not have any cardiac risk factor for myocardial infarction (MI). An electrocardiogram performed on admission revealed ST-elevation in the precordial leads. She was taken to the catheter laboratory for ST-elevation myocardial infarction, and the coronary angiography revealed total occlusion of the midportion of the left anterior descending artery (LAD) with a heavy thrombus burden. The circumflex and right coronary arteries were normal. After balloon dilatation, a 2.75x15-mm drug eluting stent was implanted in the mid part of the LAD. The patient had an uncomplicated recovery. Before discharge, echocardiography revealed apical akinesis; anterior and lateral hypokinesis; and an ejection fraction of 45% with mild mitral regurgitation. Although clomiphene citrate is a relatively safe drug for ovarian stimulation, it has been associated with serious side effects, such as MI. Physicians should be aware of the potential risks of clomiphene citrate, especially in patients with risk factors for coronary artery disease.
30567126	2019/4/11	Liraglutide	Heart Arrest	Case Reports_and_Journal Article	1	1	0	0	0	Metformin-associated lactic acidosis precipitated by liraglutide use: adverse effects of aggressive antihyperglycaemic therapy.	Older patients with type 2 diabetes are prone to developing adverse events with aggressive antihyperglycaemic therapy. Metformin-associated lactic acidosis (MALA) is one such rare, life-threatening adverse drug effect. We report the case of a 70-year-old man with a glycated haemoglobin of 7.9% who was on a stable, maximally tolerated dose of metformin for managing his type 2 diabetes. He was initiated on liraglutide injections with hopes to achieve better glycaemic control, but developed unrelenting nausea and vomiting during the third week of treatment. He presented to the hospital with these symptoms and was noted to have severe MALA. He sustained an in-hospital cardiac arrest requiring emergent resuscitation along with vasopressor and mechanical ventilator support. He underwent continuous venovenous haemodiafiltration to remove metformin and correct the acidosis, following which he stabilised and supportive therapy was weaned off. He was discharged from the hospital on insulin therapy with incomplete renal recovery.
30178006	2019/9/4	Hydromorphone	Urinary Retention	Case Reports_and_Letter	1	0	0	0	0	Nalbuphine for Opioid-Induced Urine Retention.	
28984022	2019/8/29	Nivolumab	Hidradenitis	Case Reports_and_Letter	1	0	0	0	0	Disseminated erythema with intense and selective inflammation of sweat gland and lichenoid drug eruption during nivolumab therapy.	
30685913	2019/5/28	Ustekinumab	Cellulitis	Case Reports_and_Journal Article	1	0	0	0	0	Wells' Syndrome Induced by Ustekinumab.	
28639964	2019/2/20	Canagliflozin	Pancreatitis, Acute Necrotizing	Case Reports_and_Letter	1	0	0	0	0	Drug-Induced Necrotizing Pancreatitis With a Focus on Canagliflozin.	
29147870	2019/3/20	Cyclophosphamide	Wasting Syndrome	Journal Article	0	1	0	0	0	Changes in body composition and muscle attenuation during taxane-based chemotherapy in patients with metastatic breast cancer.	PURPOSE: Body composition parameters including low muscle mass, muscle attenuation (which reflects muscle quality) and adipose tissue measurements have emerged as prognostic factors in cancer patients. However, knowledge regarding the possibility of excessive muscle loss during specific systemic therapies is unknown. We describe the changes in body composition and muscle attenuation (MA) during taxane- and anthracycline-based regimens and its association with overall survival (OS) in metastatic breast cancer patients. METHODS: The lumbar skeletal muscle index (LSMI) was used as marker of muscle mass. LSMI, MA, subcutaneous adipose tissue (SAT), visceral adipose tissue (VAT) and intramuscular adipose tissue (IMAT) were measured before and after first-line treatment with paclitaxel (n = 73) or 5-fluorouracil-doxorubicin-cyclophosphamide (FAC) (n = 25) using CT-images. Determinants of the change of LSMI and MA were analyzed using multiple linear regression. OS was assessed using Cox proportional hazard models. RESULTS: MA significantly decreased during paclitaxel treatment (- 0.9 HU, p = 0.03). LSMI (p = 0.40), SAT (p = 0.75), VAT (p = 0.84) and IMAT (p = 0.10) remained stable. No significant alterations in body composition parameters during FAC-treatment were observed. Previous (neo-)adjuvant chemotherapy contributed to larger loss of MA during the current treatment. Body composition changes during chemotherapy were not associated with OS. CONCLUSIONS: MA decreased during treatment with paclitaxel, while muscle mass was stable. Body composition changes are not associated with survival in the absence of progressive disease.
29147870	2019/3/20	Doxorubicin	Wasting Syndrome	Journal Article	0	1	0	0	0	Changes in body composition and muscle attenuation during taxane-based chemotherapy in patients with metastatic breast cancer.	PURPOSE: Body composition parameters including low muscle mass, muscle attenuation (which reflects muscle quality) and adipose tissue measurements have emerged as prognostic factors in cancer patients. However, knowledge regarding the possibility of excessive muscle loss during specific systemic therapies is unknown. We describe the changes in body composition and muscle attenuation (MA) during taxane- and anthracycline-based regimens and its association with overall survival (OS) in metastatic breast cancer patients. METHODS: The lumbar skeletal muscle index (LSMI) was used as marker of muscle mass. LSMI, MA, subcutaneous adipose tissue (SAT), visceral adipose tissue (VAT) and intramuscular adipose tissue (IMAT) were measured before and after first-line treatment with paclitaxel (n = 73) or 5-fluorouracil-doxorubicin-cyclophosphamide (FAC) (n = 25) using CT-images. Determinants of the change of LSMI and MA were analyzed using multiple linear regression. OS was assessed using Cox proportional hazard models. RESULTS: MA significantly decreased during paclitaxel treatment (- 0.9 HU, p = 0.03). LSMI (p = 0.40), SAT (p = 0.75), VAT (p = 0.84) and IMAT (p = 0.10) remained stable. No significant alterations in body composition parameters during FAC-treatment were observed. Previous (neo-)adjuvant chemotherapy contributed to larger loss of MA during the current treatment. Body composition changes during chemotherapy were not associated with OS. CONCLUSIONS: MA decreased during treatment with paclitaxel, while muscle mass was stable. Body composition changes are not associated with survival in the absence of progressive disease.
29147870	2019/3/20	Fluorouracil	Wasting Syndrome	Journal Article	0	1	0	0	0	Changes in body composition and muscle attenuation during taxane-based chemotherapy in patients with metastatic breast cancer.	PURPOSE: Body composition parameters including low muscle mass, muscle attenuation (which reflects muscle quality) and adipose tissue measurements have emerged as prognostic factors in cancer patients. However, knowledge regarding the possibility of excessive muscle loss during specific systemic therapies is unknown. We describe the changes in body composition and muscle attenuation (MA) during taxane- and anthracycline-based regimens and its association with overall survival (OS) in metastatic breast cancer patients. METHODS: The lumbar skeletal muscle index (LSMI) was used as marker of muscle mass. LSMI, MA, subcutaneous adipose tissue (SAT), visceral adipose tissue (VAT) and intramuscular adipose tissue (IMAT) were measured before and after first-line treatment with paclitaxel (n = 73) or 5-fluorouracil-doxorubicin-cyclophosphamide (FAC) (n = 25) using CT-images. Determinants of the change of LSMI and MA were analyzed using multiple linear regression. OS was assessed using Cox proportional hazard models. RESULTS: MA significantly decreased during paclitaxel treatment (- 0.9 HU, p = 0.03). LSMI (p = 0.40), SAT (p = 0.75), VAT (p = 0.84) and IMAT (p = 0.10) remained stable. No significant alterations in body composition parameters during FAC-treatment were observed. Previous (neo-)adjuvant chemotherapy contributed to larger loss of MA during the current treatment. Body composition changes during chemotherapy were not associated with OS. CONCLUSIONS: MA decreased during treatment with paclitaxel, while muscle mass was stable. Body composition changes are not associated with survival in the absence of progressive disease.
29147870	2019/3/20	Paclitaxel	Wasting Syndrome	Journal Article	0	1	0	0	0	Changes in body composition and muscle attenuation during taxane-based chemotherapy in patients with metastatic breast cancer.	PURPOSE: Body composition parameters including low muscle mass, muscle attenuation (which reflects muscle quality) and adipose tissue measurements have emerged as prognostic factors in cancer patients. However, knowledge regarding the possibility of excessive muscle loss during specific systemic therapies is unknown. We describe the changes in body composition and muscle attenuation (MA) during taxane- and anthracycline-based regimens and its association with overall survival (OS) in metastatic breast cancer patients. METHODS: The lumbar skeletal muscle index (LSMI) was used as marker of muscle mass. LSMI, MA, subcutaneous adipose tissue (SAT), visceral adipose tissue (VAT) and intramuscular adipose tissue (IMAT) were measured before and after first-line treatment with paclitaxel (n = 73) or 5-fluorouracil-doxorubicin-cyclophosphamide (FAC) (n = 25) using CT-images. Determinants of the change of LSMI and MA were analyzed using multiple linear regression. OS was assessed using Cox proportional hazard models. RESULTS: MA significantly decreased during paclitaxel treatment (- 0.9 HU, p = 0.03). LSMI (p = 0.40), SAT (p = 0.75), VAT (p = 0.84) and IMAT (p = 0.10) remained stable. No significant alterations in body composition parameters during FAC-treatment were observed. Previous (neo-)adjuvant chemotherapy contributed to larger loss of MA during the current treatment. Body composition changes during chemotherapy were not associated with OS. CONCLUSIONS: MA decreased during treatment with paclitaxel, while muscle mass was stable. Body composition changes are not associated with survival in the absence of progressive disease.
29616864	2019/6/14	Dasatinib	Long QT Syndrome	Clinical Trial, Phase I_and_Journal Article_and_Research Support, N.I.H., Extramural_and_Research Support, Non-U.S. Gov't	0	0	0	0	0	A phase-1 study of dasatinib plus all-trans retinoic acid in acute myeloid leukemia.	Src family kinases (SFKs) are hyperactivated in acute myeloid leukemia (AML). SFKs impede the retinoic acid receptor, and SFK inhibitors enhance all-trans retinoic acid (ATRA)-mediated cellular differentiation in AML cell lines and primary blasts. To translate these findings into the clinic, we undertook a phase-I dose-escalation study of the combination of the SFK inhibitor dasatinib and ATRA in patients with high-risk myeloid neoplasms. Nine subjects were enrolled: six received 70 mg dasatinib plus 45 mg/m(2) ATRA daily, and three received 100 mg dasatinib plus 45 mg/m(2) ATRA daily for 28 days. Headache and QTc prolongations were the only two grade 3 adverse events observed. No significant clinical responses were observed. We conclude that the combination of 70 mg dasatinib and 45 mg/m(2) ATRA daily is safe with acceptable toxicity. Our results provide the safety profile for further investigations into the clinical efficacy of this combination therapy in myeloid malignancies.
